"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1500000US060375537011","Block Group 1; Census Tract 5537.01; Los Angeles County; California","1410","86",
"1500000US060375537012","Block Group 2; Census Tract 5537.01; Los Angeles County; California","1647","307",
"1500000US060375537013","Block Group 3; Census Tract 5537.01; Los Angeles County; California","1308","218",
"1500000US060375537021","Block Group 1; Census Tract 5537.02; Los Angeles County; California","1716","159",
"1500000US060375537022","Block Group 2; Census Tract 5537.02; Los Angeles County; California","1552","193",
"1500000US060375538011","Block Group 1; Census Tract 5538.01; Los Angeles County; California","1661","159",
"1500000US060375538012","Block Group 2; Census Tract 5538.01; Los Angeles County; California","1657","583",
"1500000US060375538013","Block Group 3; Census Tract 5538.01; Los Angeles County; California","1715","124",
"1500000US060375538021","Block Group 1; Census Tract 5538.02; Los Angeles County; California","1459","405",
"1500000US060375538022","Block Group 2; Census Tract 5538.02; Los Angeles County; California","1766","182",
"1500000US060375538023","Block Group 3; Census Tract 5538.02; Los Angeles County; California","1760","76",
"1500000US060375539011","Block Group 1; Census Tract 5539.01; Los Angeles County; California","2259","716",
"1500000US060375539012","Block Group 2; Census Tract 5539.01; Los Angeles County; California","1465","186",
"1500000US060375539013","Block Group 3; Census Tract 5539.01; Los Angeles County; California","1697","156",
"1500000US060375539014","Block Group 4; Census Tract 5539.01; Los Angeles County; California","1125","176",
"1500000US060375539021","Block Group 1; Census Tract 5539.02; Los Angeles County; California","1721","170",
"1500000US060375539022","Block Group 2; Census Tract 5539.02; Los Angeles County; California","1979","191",
"1500000US060375539023","Block Group 3; Census Tract 5539.02; Los Angeles County; California","1809","391",
"1500000US060375540011","Block Group 1; Census Tract 5540.01; Los Angeles County; California","1474","1246",
"1500000US060375540012","Block Group 2; Census Tract 5540.01; Los Angeles County; California","1431","268",
"1500000US060375540013","Block Group 3; Census Tract 5540.01; Los Angeles County; California","1369","215",
"1500000US060375540014","Block Group 4; Census Tract 5540.01; Los Angeles County; California","-","**",
"1500000US060375540021","Block Group 1; Census Tract 5540.02; Los Angeles County; California","1637","405",
"1500000US060375540022","Block Group 2; Census Tract 5540.02; Los Angeles County; California","1649","227",
"1500000US060375540023","Block Group 3; Census Tract 5540.02; Los Angeles County; California","1463","526",
"1500000US060375541011","Block Group 1; Census Tract 5541.01; Los Angeles County; California","1716","723",
"1500000US060375541012","Block Group 2; Census Tract 5541.01; Los Angeles County; California","1462","165",
"1500000US060375541051","Block Group 1; Census Tract 5541.05; Los Angeles County; California","1727","46",
"1500000US060375541052","Block Group 2; Census Tract 5541.05; Los Angeles County; California","1407","90",
"1500000US060375541061","Block Group 1; Census Tract 5541.06; Los Angeles County; California","1345","90",
"1500000US060375541062","Block Group 2; Census Tract 5541.06; Los Angeles County; California","1817","172",
"1500000US060375541063","Block Group 3; Census Tract 5541.06; Los Angeles County; California","1843","137",
"1500000US060375542011","Block Group 1; Census Tract 5542.01; Los Angeles County; California","1404","69",
"1500000US060375542012","Block Group 2; Census Tract 5542.01; Los Angeles County; California","2579","338",
"1500000US060375542013","Block Group 3; Census Tract 5542.01; Los Angeles County; California","2066","215",
"1500000US060375542031","Block Group 1; Census Tract 5542.03; Los Angeles County; California","1793","400",
"1500000US060375542032","Block Group 2; Census Tract 5542.03; Los Angeles County; California","1383","222",
"1500000US060375542033","Block Group 3; Census Tract 5542.03; Los Angeles County; California","1039","363",
"1500000US060375542041","Block Group 1; Census Tract 5542.04; Los Angeles County; California","1570","213",
"1500000US060375542042","Block Group 2; Census Tract 5542.04; Los Angeles County; California","1526","127",
"1500000US060375543011","Block Group 1; Census Tract 5543.01; Los Angeles County; California","2306","1660",
"1500000US060375543012","Block Group 2; Census Tract 5543.01; Los Angeles County; California","1808","119",
"1500000US060375543013","Block Group 3; Census Tract 5543.01; Los Angeles County; California","1737","264",
"1500000US060375543021","Block Group 1; Census Tract 5543.02; Los Angeles County; California","1902","187",
"1500000US060375543022","Block Group 2; Census Tract 5543.02; Los Angeles County; California","1473","204",
"1500000US060375544031","Block Group 1; Census Tract 5544.03; Los Angeles County; California","1656","490",
"1500000US060375544032","Block Group 2; Census Tract 5544.03; Los Angeles County; California","1836","134",
"1500000US060375544041","Block Group 1; Census Tract 5544.04; Los Angeles County; California","1338","191",
"1500000US060375544042","Block Group 2; Census Tract 5544.04; Los Angeles County; California","2123","123",
"1500000US060375544051","Block Group 1; Census Tract 5544.05; Los Angeles County; California","1378","169",
"1500000US060375544052","Block Group 2; Census Tract 5544.05; Los Angeles County; California","1683","169",
"1500000US060375544061","Block Group 1; Census Tract 5544.06; Los Angeles County; California","1622","137",
"1500000US060375544062","Block Group 2; Census Tract 5544.06; Los Angeles County; California","3092","1984",
"1500000US060375544063","Block Group 3; Census Tract 5544.06; Los Angeles County; California","2225","930",
"1500000US060375545111","Block Group 1; Census Tract 5545.11; Los Angeles County; California","3060","923",
"1500000US060375545112","Block Group 2; Census Tract 5545.11; Los Angeles County; California","2420","1020",
"1500000US060375545121","Block Group 1; Census Tract 5545.12; Los Angeles County; California","3016","247",
"1500000US060375545122","Block Group 2; Census Tract 5545.12; Los Angeles County; California","3271","623",
"1500000US060375545123","Block Group 3; Census Tract 5545.12; Los Angeles County; California","3,500+","***",
"1500000US060375545131","Block Group 1; Census Tract 5545.13; Los Angeles County; California","2875","289",
"1500000US060375545141","Block Group 1; Census Tract 5545.14; Los Angeles County; California","2135","348",
"1500000US060375545142","Block Group 2; Census Tract 5545.14; Los Angeles County; California","3265","624",
"1500000US060375545143","Block Group 3; Census Tract 5545.14; Los Angeles County; California","2764","494",
"1500000US060375545151","Block Group 1; Census Tract 5545.15; Los Angeles County; California","2716","940",
"1500000US060375545152","Block Group 2; Census Tract 5545.15; Los Angeles County; California","2855","604",
"1500000US060375545161","Block Group 1; Census Tract 5545.16; Los Angeles County; California","2569","372",
"1500000US060375545162","Block Group 2; Census Tract 5545.16; Los Angeles County; California","3142","207",
"1500000US060375545171","Block Group 1; Census Tract 5545.17; Los Angeles County; California","2563","790",
"1500000US060375545172","Block Group 2; Census Tract 5545.17; Los Angeles County; California","2493","226",
"1500000US060375545181","Block Group 1; Census Tract 5545.18; Los Angeles County; California","3194","759",
"1500000US060375545182","Block Group 2; Census Tract 5545.18; Los Angeles County; California","3139","829",
"1500000US060375545183","Block Group 3; Census Tract 5545.18; Los Angeles County; California","3317","1022",
"1500000US060375545191","Block Group 1; Census Tract 5545.19; Los Angeles County; California","3,500+","***",
"1500000US060375545192","Block Group 2; Census Tract 5545.19; Los Angeles County; California","3317","1101",
"1500000US060375545211","Block Group 1; Census Tract 5545.21; Los Angeles County; California","2479","522",
"1500000US060375545212","Block Group 2; Census Tract 5545.21; Los Angeles County; California","2111","247",
"1500000US060375545213","Block Group 3; Census Tract 5545.21; Los Angeles County; California","2956","403",
"1500000US060375545221","Block Group 1; Census Tract 5545.22; Los Angeles County; California","-","**",
"1500000US060375545222","Block Group 2; Census Tract 5545.22; Los Angeles County; California","-","**",
"1500000US060375545223","Block Group 3; Census Tract 5545.22; Los Angeles County; California","3087","355",
"1500000US060375546001","Block Group 1; Census Tract 5546; Los Angeles County; California","1963","770",
"1500000US060375546002","Block Group 2; Census Tract 5546; Los Angeles County; California","1951","502",
"1500000US060375547001","Block Group 1; Census Tract 5547; Los Angeles County; California","2297","619",
"1500000US060375547002","Block Group 2; Census Tract 5547; Los Angeles County; California","2464","786",
"1500000US060375547003","Block Group 3; Census Tract 5547; Los Angeles County; California","2163","129",
"1500000US060375548011","Block Group 1; Census Tract 5548.01; Los Angeles County; California","1658","240",
"1500000US060375548012","Block Group 2; Census Tract 5548.01; Los Angeles County; California","3223","581",
"1500000US060375548021","Block Group 1; Census Tract 5548.02; Los Angeles County; California","2048","240",
"1500000US060375548022","Block Group 2; Census Tract 5548.02; Los Angeles County; California","1877","394",
"1500000US060375548023","Block Group 3; Census Tract 5548.02; Los Angeles County; California","1931","268",
"1500000US060375549001","Block Group 1; Census Tract 5549; Los Angeles County; California","2251","77",
"1500000US060375549002","Block Group 2; Census Tract 5549; Los Angeles County; California","-","**",
"1500000US060375549003","Block Group 3; Census Tract 5549; Los Angeles County; California","3151","793",
"1500000US060375549004","Block Group 4; Census Tract 5549; Los Angeles County; California","2293","215",
"1500000US060375549005","Block Group 5; Census Tract 5549; Los Angeles County; California","2286","281",
"1500000US060375550011","Block Group 1; Census Tract 5550.01; Los Angeles County; California","-","**",
"1500000US060375550012","Block Group 2; Census Tract 5550.01; Los Angeles County; California","2632","1175",
"1500000US060375550013","Block Group 3; Census Tract 5550.01; Los Angeles County; California","1627","181",
"1500000US060375550014","Block Group 4; Census Tract 5550.01; Los Angeles County; California","1761","58",
"1500000US060375550021","Block Group 1; Census Tract 5550.02; Los Angeles County; California","1998","311",
"1500000US060375550022","Block Group 2; Census Tract 5550.02; Los Angeles County; California","2036","209",
"1500000US060375551051","Block Group 1; Census Tract 5551.05; Los Angeles County; California","2558","183",
"1500000US060375551052","Block Group 2; Census Tract 5551.05; Los Angeles County; California","2157","732",
"1500000US060375551053","Block Group 3; Census Tract 5551.05; Los Angeles County; California","2083","485",
"1500000US060375551054","Block Group 4; Census Tract 5551.05; Los Angeles County; California","2684","147",
"1500000US060375551061","Block Group 1; Census Tract 5551.06; Los Angeles County; California","2050","741",
"1500000US060375551062","Block Group 2; Census Tract 5551.06; Los Angeles County; California","1444","446",
"1500000US060375551071","Block Group 1; Census Tract 5551.07; Los Angeles County; California","2850","382",
"1500000US060375551072","Block Group 2; Census Tract 5551.07; Los Angeles County; California","1684","123",
"1500000US060375551073","Block Group 3; Census Tract 5551.07; Los Angeles County; California","2250","233",
"1500000US060375552021","Block Group 1; Census Tract 5552.02; Los Angeles County; California","-","**",
"1500000US060375552022","Block Group 2; Census Tract 5552.02; Los Angeles County; California","3,500+","***",
"1500000US060375552111","Block Group 1; Census Tract 5552.11; Los Angeles County; California","1537","267",
"1500000US060375552112","Block Group 2; Census Tract 5552.11; Los Angeles County; California","1829","504",
"1500000US060375552113","Block Group 3; Census Tract 5552.11; Los Angeles County; California","1615","428",
"1500000US060375552121","Block Group 1; Census Tract 5552.12; Los Angeles County; California","2211","270",
"1500000US060375552122","Block Group 2; Census Tract 5552.12; Los Angeles County; California","1667","186",
"1500000US060375553001","Block Group 1; Census Tract 5553; Los Angeles County; California","2861","793",
"1500000US060375553002","Block Group 2; Census Tract 5553; Los Angeles County; California","-","**",
"1500000US060375553003","Block Group 3; Census Tract 5553; Los Angeles County; California","-","**",
"1500000US060375553004","Block Group 4; Census Tract 5553; Los Angeles County; California","-","**",
"1500000US060375700011","Block Group 1; Census Tract 5700.01; Los Angeles County; California","-","**",
"1500000US060375700012","Block Group 2; Census Tract 5700.01; Los Angeles County; California","1938","1695",
"1500000US060375700013","Block Group 3; Census Tract 5700.01; Los Angeles County; California","2199","165",
"1500000US060375700014","Block Group 4; Census Tract 5700.01; Los Angeles County; California","1697","235",
"1500000US060375700021","Block Group 1; Census Tract 5700.02; Los Angeles County; California","-","**",
"1500000US060375700022","Block Group 2; Census Tract 5700.02; Los Angeles County; California","-","**",
"1500000US060375700023","Block Group 3; Census Tract 5700.02; Los Angeles County; California","1861","633",
"1500000US060375700031","Block Group 1; Census Tract 5700.03; Los Angeles County; California","-","**",
"1500000US060375700032","Block Group 2; Census Tract 5700.03; Los Angeles County; California","2730","43",
"1500000US060375700033","Block Group 3; Census Tract 5700.03; Los Angeles County; California","-","**",
"1500000US060375700034","Block Group 4; Census Tract 5700.03; Los Angeles County; California","1441","406",
"1500000US060375701001","Block Group 1; Census Tract 5701; Los Angeles County; California","2585","402",
"1500000US060375701002","Block Group 2; Census Tract 5701; Los Angeles County; California","1682","491",
"1500000US060375702021","Block Group 1; Census Tract 5702.02; Los Angeles County; California","-","**",
"1500000US060375702022","Block Group 2; Census Tract 5702.02; Los Angeles County; California","-","**",
"1500000US060375702023","Block Group 3; Census Tract 5702.02; Los Angeles County; California","-","**",
"1500000US060375702024","Block Group 4; Census Tract 5702.02; Los Angeles County; California","2221","133",
"1500000US060375702025","Block Group 5; Census Tract 5702.02; Los Angeles County; California","1678","461",
"1500000US060375702031","Block Group 1; Census Tract 5702.03; Los Angeles County; California","1665","202",
"1500000US060375702032","Block Group 2; Census Tract 5702.03; Los Angeles County; California","1850","303",
"1500000US060375702041","Block Group 1; Census Tract 5702.04; Los Angeles County; California","964","691",
"1500000US060375702042","Block Group 2; Census Tract 5702.04; Los Angeles County; California","1474","100",
"1500000US060375703031","Block Group 1; Census Tract 5703.03; Los Angeles County; California","1605","153",
"1500000US060375703032","Block Group 2; Census Tract 5703.03; Los Angeles County; California","1455","370",
"1500000US060375703041","Block Group 1; Census Tract 5703.04; Los Angeles County; California","1423","163",
"1500000US060375703042","Block Group 2; Census Tract 5703.04; Los Angeles County; California","1404","177",
"1500000US060375703043","Block Group 3; Census Tract 5703.04; Los Angeles County; California","1357","476",
"1500000US060375703051","Block Group 1; Census Tract 5703.05; Los Angeles County; California","1533","202",
"1500000US060375703052","Block Group 2; Census Tract 5703.05; Los Angeles County; California","1790","200",
"1500000US060375703061","Block Group 1; Census Tract 5703.06; Los Angeles County; California","1241","1141",
"1500000US060375703062","Block Group 2; Census Tract 5703.06; Los Angeles County; California","1438","170",
"1500000US060375704021","Block Group 1; Census Tract 5704.02; Los Angeles County; California","1321","291",
"1500000US060375704022","Block Group 2; Census Tract 5704.02; Los Angeles County; California","-","**",
"1500000US060375704023","Block Group 3; Census Tract 5704.02; Los Angeles County; California","850","579",
"1500000US060375704031","Block Group 1; Census Tract 5704.03; Los Angeles County; California","1441","415",
"1500000US060375704032","Block Group 2; Census Tract 5704.03; Los Angeles County; California","1456","206",
"1500000US060375704033","Block Group 3; Census Tract 5704.03; Los Angeles County; California","1314","120",
"1500000US060375704041","Block Group 1; Census Tract 5704.04; Los Angeles County; California","1691","221",
"1500000US060375704042","Block Group 2; Census Tract 5704.04; Los Angeles County; California","1572","207",
"1500000US060375705021","Block Group 1; Census Tract 5705.02; Los Angeles County; California","1899","354",
"1500000US060375705022","Block Group 2; Census Tract 5705.02; Los Angeles County; California","1842","609",
"1500000US060375705023","Block Group 3; Census Tract 5705.02; Los Angeles County; California","1793","210",
"1500000US060375705024","Block Group 4; Census Tract 5705.02; Los Angeles County; California","1716","246",
"1500000US060375705031","Block Group 1; Census Tract 5705.03; Los Angeles County; California","1744","240",
"1500000US060375705032","Block Group 2; Census Tract 5705.03; Los Angeles County; California","1813","146",
"1500000US060375705041","Block Group 1; Census Tract 5705.04; Los Angeles County; California","1221","604",
"1500000US060375705042","Block Group 2; Census Tract 5705.04; Los Angeles County; California","1405","389",
"1500000US060375706011","Block Group 1; Census Tract 5706.01; Los Angeles County; California","1685","530",
"1500000US060375706012","Block Group 2; Census Tract 5706.01; Los Angeles County; California","1336","182",
"1500000US060375706013","Block Group 3; Census Tract 5706.01; Los Angeles County; California","1449","331",
"1500000US060375706021","Block Group 1; Census Tract 5706.02; Los Angeles County; California","1644","142",
"1500000US060375706022","Block Group 2; Census Tract 5706.02; Los Angeles County; California","2267","537",
"1500000US060375706023","Block Group 3; Census Tract 5706.02; Los Angeles County; California","1648","421",
"1500000US060375706024","Block Group 4; Census Tract 5706.02; Los Angeles County; California","1616","233",
"1500000US060375706031","Block Group 1; Census Tract 5706.03; Los Angeles County; California","1783","246",
"1500000US060375706032","Block Group 2; Census Tract 5706.03; Los Angeles County; California","1617","179",
"1500000US060375706033","Block Group 3; Census Tract 5706.03; Los Angeles County; California","1824","231",
"1500000US060375707011","Block Group 1; Census Tract 5707.01; Los Angeles County; California","1944","705",
"1500000US060375707012","Block Group 2; Census Tract 5707.01; Los Angeles County; California","2373","159",
"1500000US060375707013","Block Group 3; Census Tract 5707.01; Los Angeles County; California","-","**",
"1500000US060375707014","Block Group 4; Census Tract 5707.01; Los Angeles County; California","-","**",
"1500000US060375707015","Block Group 5; Census Tract 5707.01; Los Angeles County; California","1345","460",
"1500000US060375707031","Block Group 1; Census Tract 5707.03; Los Angeles County; California","3162","243",
"1500000US060375707032","Block Group 2; Census Tract 5707.03; Los Angeles County; California","2685","311",
"1500000US060375708001","Block Group 1; Census Tract 5708; Los Angeles County; California","2294","228",
"1500000US060375708002","Block Group 2; Census Tract 5708; Los Angeles County; California","2214","93",
"1500000US060375708003","Block Group 3; Census Tract 5708; Los Angeles County; California","1801","99",
"1500000US060375708004","Block Group 4; Census Tract 5708; Los Angeles County; California","3095","590",
"1500000US060375708005","Block Group 5; Census Tract 5708; Los Angeles County; California","-","**",
"1500000US060375709011","Block Group 1; Census Tract 5709.01; Los Angeles County; California","-","**",
"1500000US060375709012","Block Group 2; Census Tract 5709.01; Los Angeles County; California","-","**",
"1500000US060375709013","Block Group 3; Census Tract 5709.01; Los Angeles County; California","1966","1639",
"1500000US060375709014","Block Group 4; Census Tract 5709.01; Los Angeles County; California","-","**",
"1500000US060375709015","Block Group 5; Census Tract 5709.01; Los Angeles County; California","-","**",
"1500000US060375709021","Block Group 1; Census Tract 5709.02; Los Angeles County; California","2306","76",
"1500000US060375709022","Block Group 2; Census Tract 5709.02; Los Angeles County; California","2696","156",
"1500000US060375709023","Block Group 3; Census Tract 5709.02; Los Angeles County; California","2286","118",
"1500000US060375710001","Block Group 1; Census Tract 5710; Los Angeles County; California","-","**",
"1500000US060375710002","Block Group 2; Census Tract 5710; Los Angeles County; California","-","**",
"1500000US060375710003","Block Group 3; Census Tract 5710; Los Angeles County; California","2324","182",
"1500000US060375710004","Block Group 4; Census Tract 5710; Los Angeles County; California","3074","415",
"1500000US060375710005","Block Group 5; Census Tract 5710; Los Angeles County; California","-","**",
"1500000US060375710006","Block Group 6; Census Tract 5710; Los Angeles County; California","-","**",
"1500000US060375711011","Block Group 1; Census Tract 5711.01; Los Angeles County; California","-","**",
"1500000US060375711012","Block Group 2; Census Tract 5711.01; Los Angeles County; California","2234","228",
"1500000US060375711013","Block Group 3; Census Tract 5711.01; Los Angeles County; California","2636","632",
"1500000US060375711014","Block Group 4; Census Tract 5711.01; Los Angeles County; California","2813","195",
"1500000US060375711015","Block Group 5; Census Tract 5711.01; Los Angeles County; California","1962","1206",
"1500000US060375711021","Block Group 1; Census Tract 5711.02; Los Angeles County; California","2652","674",
"1500000US060375711022","Block Group 2; Census Tract 5711.02; Los Angeles County; California","2063","828",
"1500000US060375711023","Block Group 3; Census Tract 5711.02; Los Angeles County; California","2825","196",
"1500000US060375711024","Block Group 4; Census Tract 5711.02; Los Angeles County; California","-","**",
"1500000US060375711025","Block Group 5; Census Tract 5711.02; Los Angeles County; California","2286","977",
"1500000US060375712011","Block Group 1; Census Tract 5712.01; Los Angeles County; California","1772","125",
"1500000US060375712012","Block Group 2; Census Tract 5712.01; Los Angeles County; California","-","**",
"1500000US060375712013","Block Group 3; Census Tract 5712.01; Los Angeles County; California","1254","267",
"1500000US060375712014","Block Group 4; Census Tract 5712.01; Los Angeles County; California","-","**",
"1500000US060375712021","Block Group 1; Census Tract 5712.02; Los Angeles County; California","1908","150",
"1500000US060375712022","Block Group 2; Census Tract 5712.02; Los Angeles County; California","2122","317",
"1500000US060375712023","Block Group 3; Census Tract 5712.02; Los Angeles County; California","1168","344",
"1500000US060375713001","Block Group 1; Census Tract 5713; Los Angeles County; California","-","**",
"1500000US060375713002","Block Group 2; Census Tract 5713; Los Angeles County; California","2211","581",
"1500000US060375713003","Block Group 3; Census Tract 5713; Los Angeles County; California","2773","144",
"1500000US060375713004","Block Group 4; Census Tract 5713; Los Angeles County; California","-","**",
"1500000US060375714001","Block Group 1; Census Tract 5714; Los Angeles County; California","1735","261",
"1500000US060375714002","Block Group 2; Census Tract 5714; Los Angeles County; California","1904","371",
"1500000US060375714003","Block Group 3; Census Tract 5714; Los Angeles County; California","1939","1100",
"1500000US060375714004","Block Group 4; Census Tract 5714; Los Angeles County; California","3250","1387",
"1500000US060375715021","Block Group 1; Census Tract 5715.02; Los Angeles County; California","1646","167",
"1500000US060375715022","Block Group 2; Census Tract 5715.02; Los Angeles County; California","2028","242",
"1500000US060375715023","Block Group 3; Census Tract 5715.02; Los Angeles County; California","2091","334",
"1500000US060375715024","Block Group 4; Census Tract 5715.02; Los Angeles County; California","1422","895",
"1500000US060375715041","Block Group 1; Census Tract 5715.04; Los Angeles County; California","-","**",
"1500000US060375715042","Block Group 2; Census Tract 5715.04; Los Angeles County; California","1603","180",
"1500000US060375715043","Block Group 3; Census Tract 5715.04; Los Angeles County; California","-","**",
"1500000US060375715044","Block Group 4; Census Tract 5715.04; Los Angeles County; California","1737","109",
"1500000US060375715051","Block Group 1; Census Tract 5715.05; Los Angeles County; California","1801","116",
"1500000US060375715052","Block Group 2; Census Tract 5715.05; Los Angeles County; California","1864","128",
"1500000US060375716001","Block Group 1; Census Tract 5716; Los Angeles County; California","577","109",
"1500000US060375717011","Block Group 1; Census Tract 5717.01; Los Angeles County; California","1473","251",
"1500000US060375717012","Block Group 2; Census Tract 5717.01; Los Angeles County; California","1656","142",
"1500000US060375717013","Block Group 3; Census Tract 5717.01; Los Angeles County; California","1500","667",
"1500000US060375717031","Block Group 1; Census Tract 5717.03; Los Angeles County; California","1418","127",
"1500000US060375717032","Block Group 2; Census Tract 5717.03; Los Angeles County; California","-","**",
"1500000US060375717033","Block Group 3; Census Tract 5717.03; Los Angeles County; California","-","**",
"1500000US060375717041","Block Group 1; Census Tract 5717.04; Los Angeles County; California","2020","332",
"1500000US060375717042","Block Group 2; Census Tract 5717.04; Los Angeles County; California","1204","430",
"1500000US060375717043","Block Group 3; Census Tract 5717.04; Los Angeles County; California","1541","328",
"1500000US060375718001","Block Group 1; Census Tract 5718; Los Angeles County; California","2657","210",
"1500000US060375718002","Block Group 2; Census Tract 5718; Los Angeles County; California","1719","241",
"1500000US060375718003","Block Group 3; Census Tract 5718; Los Angeles County; California","1772","64",
"1500000US060375719001","Block Group 1; Census Tract 5719; Los Angeles County; California","1884","1426",
"1500000US060375719002","Block Group 2; Census Tract 5719; Los Angeles County; California","1745","103",
"1500000US060375719003","Block Group 3; Census Tract 5719; Los Angeles County; California","1963","401",
"1500000US060375719004","Block Group 4; Census Tract 5719; Los Angeles County; California","1764","68",
"1500000US060375720011","Block Group 1; Census Tract 5720.01; Los Angeles County; California","1756","1256",
"1500000US060375720012","Block Group 2; Census Tract 5720.01; Los Angeles County; California","2080","847",
"1500000US060375720013","Block Group 3; Census Tract 5720.01; Los Angeles County; California","2380","312",
"1500000US060375720014","Block Group 4; Census Tract 5720.01; Los Angeles County; California","1641","162",
"1500000US060375722011","Block Group 1; Census Tract 5722.01; Los Angeles County; California","-","**",
"1500000US060375722012","Block Group 2; Census Tract 5722.01; Los Angeles County; California","1940","365",
"1500000US060375722013","Block Group 3; Census Tract 5722.01; Los Angeles County; California","996","123",
"1500000US060375722014","Block Group 4; Census Tract 5722.01; Los Angeles County; California","2127","753",
"1500000US060375722021","Block Group 1; Census Tract 5722.02; Los Angeles County; California","-","**",
"1500000US060375722022","Block Group 2; Census Tract 5722.02; Los Angeles County; California","-","**",
"1500000US060375722023","Block Group 3; Census Tract 5722.02; Los Angeles County; California","1888","682",
"1500000US060375722024","Block Group 4; Census Tract 5722.02; Los Angeles County; California","1611","113",
"1500000US060375723011","Block Group 1; Census Tract 5723.01; Los Angeles County; California","1553","394",
"1500000US060375723012","Block Group 2; Census Tract 5723.01; Los Angeles County; California","1759","424",
"1500000US060375725001","Block Group 1; Census Tract 5725; Los Angeles County; California","867","453",
"1500000US060375725002","Block Group 2; Census Tract 5725; Los Angeles County; California","1072","821",
"1500000US060375726001","Block Group 1; Census Tract 5726; Los Angeles County; California","957","38",
"1500000US060375726002","Block Group 2; Census Tract 5726; Los Angeles County; California","1550","500",
"1500000US060375726003","Block Group 3; Census Tract 5726; Los Angeles County; California","1699","164",
"1500000US060375726004","Block Group 4; Census Tract 5726; Los Angeles County; California","-","**",
"1500000US060375727001","Block Group 1; Census Tract 5727; Los Angeles County; California","1444","419",
"1500000US060375727002","Block Group 2; Census Tract 5727; Los Angeles County; California","1443","609",
"1500000US060375727003","Block Group 3; Census Tract 5727; Los Angeles County; California","1745","138",
"1500000US060375727004","Block Group 4; Census Tract 5727; Los Angeles County; California","1889","833",
"1500000US060375730021","Block Group 1; Census Tract 5730.02; Los Angeles County; California","1413","253",
"1500000US060375730022","Block Group 2; Census Tract 5730.02; Los Angeles County; California","1462","122",
"1500000US060375730031","Block Group 1; Census Tract 5730.03; Los Angeles County; California","1679","280",
"1500000US060375730041","Block Group 1; Census Tract 5730.04; Los Angeles County; California","1595","181",
"1500000US060375730042","Block Group 2; Census Tract 5730.04; Los Angeles County; California","1419","139",
"1500000US060375730043","Block Group 3; Census Tract 5730.04; Los Angeles County; California","1591","279",
"1500000US060375730044","Block Group 4; Census Tract 5730.04; Los Angeles County; California","1270","138",
"1500000US060375731011","Block Group 1; Census Tract 5731.01; Los Angeles County; California","1719","117",
"1500000US060375731012","Block Group 2; Census Tract 5731.01; Los Angeles County; California","1380","100",
"1500000US060375731013","Block Group 3; Census Tract 5731.01; Los Angeles County; California","1447","323",
"1500000US060375731021","Block Group 1; Census Tract 5731.02; Los Angeles County; California","1451","149",
"1500000US060375731022","Block Group 2; Census Tract 5731.02; Los Angeles County; California","-","**",
"1500000US060375732011","Block Group 1; Census Tract 5732.01; Los Angeles County; California","1417","149",
"1500000US060375732012","Block Group 2; Census Tract 5732.01; Los Angeles County; California","1403","116",
"1500000US060375732021","Block Group 1; Census Tract 5732.02; Los Angeles County; California","1665","198",
"1500000US060375732022","Block Group 2; Census Tract 5732.02; Los Angeles County; California","1516","203",
"1500000US060375732023","Block Group 3; Census Tract 5732.02; Los Angeles County; California","1514","263",
"1500000US060375733001","Block Group 1; Census Tract 5733; Los Angeles County; California","1589","186",
"1500000US060375733002","Block Group 2; Census Tract 5733; Los Angeles County; California","1372","283",
"1500000US060375734011","Block Group 1; Census Tract 5734.01; Los Angeles County; California","1676","192",
"1500000US060375734021","Block Group 1; Census Tract 5734.02; Los Angeles County; California","-","**",
"1500000US060375734022","Block Group 2; Census Tract 5734.02; Los Angeles County; California","1987","1103",
"1500000US060375734023","Block Group 3; Census Tract 5734.02; Los Angeles County; California","1385","809",
"1500000US060375734024","Block Group 4; Census Tract 5734.02; Los Angeles County; California","1725","367",
"1500000US060375734025","Block Group 5; Census Tract 5734.02; Los Angeles County; California","2032","270",
"1500000US060375734031","Block Group 1; Census Tract 5734.03; Los Angeles County; California","2316","677",
"1500000US060375734032","Block Group 2; Census Tract 5734.03; Los Angeles County; California","2188","1361",
"1500000US060375736011","Block Group 1; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375736012","Block Group 2; Census Tract 5736.01; Los Angeles County; California","2431","1530",
"1500000US060375736013","Block Group 3; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375736014","Block Group 4; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375736015","Block Group 5; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375736016","Block Group 6; Census Tract 5736.01; Los Angeles County; California","3008","1835",
"1500000US060375736017","Block Group 7; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375736018","Block Group 8; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375736019","Block Group 9; Census Tract 5736.01; Los Angeles County; California","-","**",
"1500000US060375737001","Block Group 1; Census Tract 5737; Los Angeles County; California","3,500+","***",
"1500000US060375737002","Block Group 2; Census Tract 5737; Los Angeles County; California","2750","1176",
"1500000US060375737003","Block Group 3; Census Tract 5737; Los Angeles County; California","1577","1263",
